content,date,index,title,writer
"수학 3~4등급정도이고현우진 추천하신다면 지금6월이지만 어떤 교재로 들으면 좋을지도 같이 추천해주세요오!!한석원쌤 강의 듣기에 어려울까요,,?",2018.06.11. 22:12,20007418,수학인강 현우진T vs 한석원T,ㅃㄹㅃㄹ
알텍 강의듣기전 미리 문제풀고있는데요 문제를 풀면서 아는거나 맞은 문제는 문풀 강의를 안들어도 될까요?,2018.06.09. 19:29,20000956,한석원 알텍 질문,KAkji
                                  미적2 개념들어야하는데 뭐 들을까요ㅠ..                           ================================,2018.06.09. 14:16,20000201,현우진 한석원 말고 이과수학 인강 추천해주세요..,건대ku19
한석원쌤 설명중에 이해안되는 부분이 좀 많이 생겨서 그 부분은 다른 쌤 인강 참고하려고하는데 대성 에서 어느쌤이 좋은가여..??? 한석원쌤 뭔가 저랑 안맞아서 갈아타고싶은데 교재를 다 사버려서ㅜㅜ 하,2018.06.08. 03:02,19996371,대성에서 한석원t말고 다른 분 수학 강의듣는분 계신가요?,세훈아간호학과가자
         6월 점수 70점대 나와서 충격받고 다시 처음부터 하려는데 셋중에 한분 추천해주세요 한석원 이창무 현우진이요 지금 마음은 이창무인데...              ================================,2018.06.07. 18:51,19992028,수학 한석원 이창무 현우진,한양십구
88인데 대충 2등급이려나요?평소 못 풀던 확통을 맞고잘하던 벡터를 틀려버리뮤ㅜㅜ6평에 2등급 목푠데 한석원 모의고사 88이면 2뜰 수 있으려나,2018.06.05. 23:58,19985264,6평대비 한석원 모의고사 푸신 분들,내신2 고2
공부 빡센지 뭔지 그런거는 상관 없습니당 ㅎㅎ,2018.06.04. 21:03,19982459,문과 수학인데 인강 한석원선생님과 현우진 선생님중에 추천좀 해주세요..,수능준비하는고2
한석원t가 개념을 중요시여기셔서? 강의 듣게 되면 제가 개념만 알고 확통 문제 풀때 어떻게 푸는지(기술)를 감을 못잡을까봐 걱정인데 한석원t괜찮나요??ㅠㅠㅠㅠ           ================================,2018.06.04. 18:11,19982098,한석원 확통 괜찮나요??,꿈풀
누가 더 좋을까요?? 혹시 장단점 어떤개 있을까요??,2018.06.04. 01:08,19981107,기벡 한석원 현우진,19학번기술교육과
,2018.06.03. 20:35,19979987,한석원 고1 개념강의 뭐들어야할까요? ,수만휘초보
각 선생님 장단점좀 느끼신대로 알려주실 수 있나요???,2018.06.03. 19:53,19979868,현우진 한석원 차이(이과)가 뭔가요?,19고대이과
고2 자퇴생이고 지금은 김성은t 개념강의 듣고있는데 이번년도 겨울방학부터 현우진t나 한석원t 커리 따르려하는데 누가 더 나을까요??,2018.06.03. 13:46,19978944,한석원 현우진,인서울만하자제발
알텍에서도 개념 다 해주는거 같은데 문제 난이도 차이말고 없나요? ,2018.06.03. 07:46,19978491,한석원 생질이랑 알텍 개념강의 차이가 뭔가요?,19고대이과
??,2018.06.02. 22:37,19977679,한석원 보다 현우진이 인기많은 이유가 뭐라생각하시나요?,흫헤
대성프패 이투스프패 다 있습니다,2018.06.02. 22:02,19977541,한석원vs신승범 가형 커리 누구 탈까요?,태그놀이
ㅎㅅ읍 이라고 하면서 까던데..이유가 뭐죠??,2018.06.02. 15:57,19976722,한석원t 왜 까이는건가요??,기타치는혁주니
삼차함수 중근일때 비율관계 가르치나요??,2018.06.01. 01:02,19973820,현우진 한석원도 삼차함수 비율관계 가르치나요?,19학번죄수생
                   썰 푸는 것도 없고 그냥 수업만 하는데 지루하지가 않음. Hair 나올 수 없자너            ================================,2018.05.31. 21:21,19973055,한석원은 도대체 뭐지? ,스팸좋아해요
올해 수학 처음하는 문고ㅓ 재수생입니다. 3월부터 시작해서 이제 겨우 70점 초 중반정도 성적이 나오네여... 개념은 일단 다 돌리긴 했는데 확통쪽은 많이 부실합니다. 원래는 과외를 했는데 사정이 생겨 혼자하게 돼서 인강 선생님좀 알아보고 있는데 지금 교재는 생질 전권 다 있어서 일단 생질을 빠르게 나가려 합니다(이미 좀 풀려있긴 함) 그런데 고민은 생질 다 돌리고 누굴 들어야할까인데요... 대성 프페밖에 없어서 대성 선생님들중에 고르거나 아니면 그냥 이비에스나 할까 생각중인데 조언 좀 부탁드리겠습니다 ㅠㅠ ,2018.05.31. 20:53,19972988,한석원 이창무 혹은 아무나 추천좀 해주세요...,18학번재수없네
        수강생도 아닌데 뭐디.. 꿀 땐 현실인둘 알았는데 방금 꿈인걸 깨달았네요          ================================,2018.05.28. 18:45,19966665,한석원 선생님 머리기르는 꿈 꿨어요,예수님제게힘을
이번에 한석원t 단기 프리패스 뿌리셔서 그때 알텍 벡터 부분 살려고 하는데 들으신분 어땠어요?? 지금 현우진t 뉴런 듣는중인데 개념이 혼동되거나 그러진 않겠죠??,2018.05.28. 01:14,19965782,한석원t 질문있어용,LaeNa
지금 6평전까지 한석원 선생님 강의 무료로 풀린김에 작년 크포 사서 n제처럼 풀 생각인데 꼭 강의 안들어도 되나요?,2018.05.27. 23:59,19965489,한석원t 크포질문이요,돌돌이11
ㅅㅂ이럴거면 프리패스 산 이유가없자너 ㅡㅡ다행히도 6모전까지 ㅎ,2018.05.27. 19:06,19964339,근데 솔직히 한석원무료풀린거보고 개쫌,유저불문
"이투스 프리패슨데 한석원쌤 무료풀려서..이과재수생이고 수학 교육청은 90점대 후반, 사설은 80점대 중반정도 나오는데 누구듣는게 더 나을까요??",2018.05.27. 18:42,19964281,한석원vs신승범,경대수의예과19학번
동전을 던진다는데 분필하나씩 쪼개서 던지고있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2018.05.27. 17:14,19964074,한석원 확통듣는데 개웃김 ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋ,흫헤
교재 안 사고 그냥 들으시나요? 다들? 어떻게 들으시나요?,2018.05.27. 00:12,19962561,한석원 프패,고1 외고생
                                  ㅈㄱㄴ                           ================================,2018.05.26. 23:59,19962511,한석원 알텍에 대해서 생각좀 적어주세요 !! ,캡틴진
 기벡 책안사고 개념정리부분만 노트정리해도될까요 문풀할때랑 개념정리할때랑 스킬같은거 차이많이나나요                                                             ================================,2018.05.26. 23:21,19962376,한석원t 프패 있어서 그런데 책안사규 개념만들어도될까요,재수화이팅이염
두강의 개념설명은 똑같아요?? 문제풀이 차이에요??개념설명은 뭐가더 자세한가요?,2018.05.26. 03:34,19960583,한석원 수강생 계시나요? 생질 알텍,비긴이계인
,2018.05.26. 02:01,19960497,[대성마이맥] 6평 정면승부! ★수학 한석원 전강좌 무료★,대성마이맥
  예전에 궁금해가지고 한번 들어본적 있었는데   인사 하자마자 한번 터지고 뒤돌아서 글 쓸때 머리카락 보고 한번 터지고   웃겨가지고 못듣겠던데;;    그쌤 커리 타면 우울증 걸릴 일은 없을듯,2018.05.26. 01:23,19960441,한석원 듣는 사람들 웃음 어떻게 참아요?,끄어거아악ㄱ
뉴런이 하도좋다해서... 알텍도 좋나요?,2018.05.23. 21:20,19955745,현우진말고 한석원들어도되나요?,흫헤
,2018.05.22. 16:27,19952857,개념설명 한석원vs현우진,흫헤
                  장단점 알려주세요. 그리고 생각의 질서랑 알파 테크닉 중에서 알텤만 들어도 상관없나요?            ================================,2018.05.20. 23:01,19949328,한석원들으려고 하는데,연세대 기계
노베이스학원 인강 병행교재주문 전에 마지막으로 올려요 두개 다 들어봐도 뭐가 저한테 맞는지 그닥 감이 안와서...,2018.05.20. 10:13,19947622,한석원T vs 현우진T,Leesan
??,2018.05.20. 02:56,19947455,한석원t랑 현우진t 각선생님들 장점이뭔가요?,흫헤
"내가 정리해주겠다는게 아니고 각자 들어본 분들 댓 남겨주세요 고민되는 분들은 새댓글 알림하고 와드 ㄱㄱ 댓 안달리면 개쪽팔림;일단 내가 생각하는거한석원 - 정석에 입각한 풀이, 수학 그자체 ㅋㅋㅋㅋ 노베가 들어도 괜찮은 강의, 스튜디오인데 현강에 뒤쳐지지않는 흡입력 명불허전 대성 1타 현우진 - 맛보기밖에 못들어봐서 잘 모르지만 시발점은 개념강의 임에도 불구하고 노베가 듣기엔 어려움이 다소 있음 ㄱㄱㄱ 사실 나도 현우진쌤 궁금함",2018.05.20. 01:44,19947343,자꾸 한석원 vs. 현우진 을 물어보니까 여기다가 정리해보자,켄뉴
고2 노베메가스터디 대성 프리패스 다있는데 고민이네요. ,2018.05.20. 01:13,19947279,한석원T vs 현우진T,Leesan
두분다 잘가르쳐주시겠지만수만휘에서 찾나보니깐현우진쌤은 스킬을 많이 쓰고 한석원쌤은 정석대로 푼다는 글이 많더라구요근데 저는 뭔가 수학의 본질?근본? 그니깐 정석을 알아야 심화문제까지 풀 수 있다고 생각을 하는데현우진쌤을 들으면 스킬을 가르쳐준다고 하니깐 뭔가 심화문제에서는 막힐거같은..? 느낌이 들고또 그럼 쎈같은 문제에서 쌤이알려준 스킬대로 풀었는데 잘 안풀려서 해설을 보면 정석대로 해설이 있잖아요 그럼 또 그문제는 정석때로 풀고 넘어가고 뭐 아무튼 그렇게 될까봐 걱정이고한석원쌤거를 들으려 하니깐 그래도 현우진쌤이 좀더 트렌디 하게 가르쳐준다 하셔서 고민이 돼요..그리고 정석대로 가르쳐 준다고 하시는데음..뭐랄까 암틈 걍 모르겠어요 고민되는데 어떡하죠???ㅠㅜ ,2018.05.20. 00:58,19947231,현우진쌤이랑 한석원 쌤중에 고민이 되는데,옹오옹동이
해설지랑 강의비교해보면 어떤가요?? 강의랑 해설지랑 차이나나요??,2018.05.18. 00:25,19943345,나형1 한석원 크포 강의없이 해도되나요??,19학번죄수생
"현우진 수업 중간 중간 웃기려고 애를 쓰지만, 빡석원은 수업 도중 일시정지만 해도 웃기다.  갓 석 원  ",2018.05.17. 23:41,19943206,현우진과 한석원의 차이점,명상가
들으시는분들  강의 활용 어떻게 하세요???,2018.05.15. 19:49,19938429,한석원 알텍 기벡,고려대바의공19
"중 누구 들을까요... 2등급 나오는데 백분위가 한 90? 인데요 ㅠ 잘 찍는 게 많아서 순수 실력으로는 겨우 2등급 완전 문 닫고 들어오는 판일 것 같은데 ㅋㅋㅋㅋ ㅠㅠ... 수 2는 괜찮은데 미적을 많이 까먹었어요,,, ㅠㅠ 그리고 만약에 두분 중 한분 걸 듣는다면 풀 커리를 탈까요??? 아니면 확통 정승제 쌤이 ebs 수특만 해도 ㄱㅊ다는 말이 있는데 어카죠 ㅎ... 목표는... 92점입니당,,,,",2018.05.15. 02:46,19937497,문과 수학 한석원 t 김성은 t,인서울하고싶음
,2018.05.14. 04:40,19935634,한석원 생각의질서 듣고있는중에 질문있어요 제발답해주세요ㅠ,모두화튕
https://youtu.be/wCvY6jCtKf8개웃곀ㅋㅋㅋㅋㅋㅋㅋ,2018.05.11. 23:56,19930136,한석원 영상인데 이거 보고 안웃으면 칭찬해줄게요,영빌
                 뭔 글이었는지 아시는분있나여??             ================================,2018.05.10. 12:16,19927066,공지에있는 한석원인강은 거짓그자체임 이거,fnffnfnf
한석원선생님 크리티컬 포인트교재 언제나오나요?? 5월부터 나온다고 했는데 나오질안네요.. 그리고 작년 크포랑 올해꺼랑 문제가 같나요??,2018.05.09. 00:38,19924510,한석원선생님 크리티컬 포인트??,수잘알이되자
문과이고 21번 30번을 공부하고 있습니다.... 한석원을 듣고 있는데 제 주위에서나 커뮤니티에서나 현우진을 많이 추천하더라구요... 같이 들을까요??,2018.05.08. 18:20,19923447,한석원 듣고 있는데 현우진도 같이 들을까요...?,이지녕
"고1 모고는 다 1 나오고 3모 때는 2 나왔어요지금 이번 기말 전까지 미2 인강 들으려하는데 지금  대성프패는 있어서 한석원쌤꺼 듣는다면 생질 들으려해요. 근데 현우진쌤이 다 좋다고해서,, 메가패스 끊는게 나을까요?? (살수는 있어요)",2018.05.07. 21:12,19921534,고2 인강 한석원vs현우진,난토토
                 뭐가 더 나을까요? 이거 외에도 괜찮은 거 있으면 추천 부탁드립니다.             ================================,2018.08.04. 01:45,20185046,나형 한석원 실모 vs 기대 모의,440
개념강의 다듣고 문제풀고 풀이듣나요 개념듣고 필수예제 듣고 엑서사이즈 풀고 풀이듣나요 다 듣고 문제 다시 풀어보나요,2018.08.03. 15:48,20182383,한석원 생질 공부할때,인서울가재이
두 선생님 차이많이날까요??,2018.08.03. 10:52,20181568,나형 현우진 뉴런->한석원 크포 힘들까요?,용준아사랑해
한석원t생각의질서vs현우진t시발점     삼각함수부터 들을거고 쎈이랑 병행할건데요 둘 다 맛보기들었을때 거슬리거나 그런거없이 두 분 다 괜찮으셔서 너무고민돼용ㅜㅜ    그리고 제가 앞부분은 배운 상태로 맛보기를 들어서 그런지 누가 더 이해가 잘 되나 이걸 모르겠더라구요  참고로 지금까지 수학공부는 그냥 동네학원에서 개념 한번 돌리고 교과서 쎈프린터위주로 내신시험대비만 했어용  ,2018.08.02. 23:15,20179783,미적2 개념강의 한석원vs현우진,공부하자20
